stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding,level_id,platform_code
"15101","15101","Bendigo-Murchison Rd/Northern Hwy","-36.59910889","144.65305755","https://transport.vic.gov.au/stop/4484/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15102","15102","Elmore Station/Northern Hwy ","-36.49531116","144.60789368","https://transport.vic.gov.au/stop/4650/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","",""
"15103","15103","Cardwell St/Northern Hwy ","-36.49535167","144.60811569","https://transport.vic.gov.au/stop/4651/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","",""
"15105","15105","Rochester Station/Northern Hwy ","-36.36227106","144.69871741","https://transport.vic.gov.au/stop/4652/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","",""
"15109","15109","Murray River Council/Cobb Hwy","-36.11428466","144.75611191","https://transport.vic.gov.au/stop/4307/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15110","15110","Caltex Service Station/Cobb Hwy","-35.81288724","144.90271810","https://transport.vic.gov.au/stop/4323/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15111","15111","344 Whitelock St","-35.52873121","144.96150876","https://transport.vic.gov.au/stop/4329/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15112","15112","Border Service Station/Murray St","-35.62990066","144.12592283","https://transport.vic.gov.au/stop/4337/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15113","15113","Thompson St/Main St","-35.64357276","144.13119650","https://transport.vic.gov.au/stop/4336/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15114","15114","King Albert Ave/Leitchville Rd","-35.90363714","144.30111531","https://transport.vic.gov.au/stop/4332/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15115","15115","Newsagent/Murray Valley Hwy","-35.95628939","144.36879683","https://transport.vic.gov.au/stop/4291/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15116","15116","Newsagent/Murray Valley Hwy","-35.95598292","144.36879592","https://transport.vic.gov.au/stop/4291/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15117","15117","General Store/Murray Valley Hwy","-36.02893281","144.51656586","https://transport.vic.gov.au/stop/4334/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15118","15118","Singer Rd/Lockington Rd","-36.27173852","144.53578566","https://transport.vic.gov.au/stop/4335/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15119","15119","Singer Rd/Lockington Rd","-36.27167616","144.53582101","https://transport.vic.gov.au/stop/4335/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15120","15120","Mangan St/Henderson Rd","-36.24994736","144.94828359","https://transport.vic.gov.au/stop/4095/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15121","15121","Mangan St/Henderson Rd","-36.24980859","144.94807578","https://transport.vic.gov.au/stop/4095/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15122","15122","Transit Centre/Union St","-36.31438202","145.04752566","https://transport.vic.gov.au/stop/4293/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15123","15123","Mill St/McLennan St","-36.39407805","145.36133151","https://transport.vic.gov.au/stop/4110/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15124","15124","Mill St/McLennan St","-36.39457124","145.36114276","https://transport.vic.gov.au/stop/4110/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15126","15126","Shepparton Station/Purcell St ","-36.38381597","145.40634090","https://transport.vic.gov.au/stop/4653/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","",""
"15127","15127","Fraser St/Wyndham St","-36.37983885","145.39946584","https://transport.vic.gov.au/stop/4462/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15128","15128","Fraser St/Wyndham St","-36.37950029","145.39976262","https://transport.vic.gov.au/stop/4462/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15130","15130","Barmah Hotel/Maloney St","-36.01725216","144.95780731","https://transport.vic.gov.au/stop/4343/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15131","15131","Milk Bar/Echuca - Nathalia Rd","-35.99893100","145.11096666","https://transport.vic.gov.au/stop/4544/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15137","15137","Milk Bar/Station St","-36.39707478","144.98085811","https://transport.vic.gov.au/stop/4341/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15139","15139","Birdwood Ave/Brundenell St","-36.44571461","144.98258788","https://transport.vic.gov.au/stop/4399/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15140","15140","Birdwood Ave/Brundenell St","-36.44595542","144.98243661","https://transport.vic.gov.au/stop/4399/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15143","15143","High St/Moora Rd","-36.58566655","145.01472681","https://transport.vic.gov.au/stop/4120/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15144","15144","School St/Moora Rd","-36.58546194","145.01488853","https://transport.vic.gov.au/stop/4342/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15145","15145","Murchison/Stevenson St","-36.61687032","145.21817666","https://transport.vic.gov.au/stop/4186/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"15666","15666","Forest St/Warrenheip St","-37.64863951","143.88458126","https://transport.vic.gov.au/stop/4048/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16091","16091","Princes Fwy","-38.18627015","146.00201932","https://transport.vic.gov.au/stop/4359/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16096","16096","Yarragon Station/Princes Hwy ","-38.20334522","146.06286623","https://transport.vic.gov.au/stop/4654/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","",""
"1613","1613","Webster St/Dunlop St","-38.08069184","142.80477363","https://transport.vic.gov.au/stop/4242/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16231","16231","Castlemaine Station/Kennedy St ","-37.06284590","144.21415854","https://transport.vic.gov.au/stop/4655/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","",""
"16234","16234","Station St/High St ","-36.79507231","144.24451071","https://transport.vic.gov.au/stop/4656/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","",""
"16235","16235","Kangaroo Flat Station/High St","-36.79508357","144.24421897","https://transport.vic.gov.au/stop/4389/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16238","16238","Bendigo Station/Railway Pl","-36.76592841","144.28210371","https://transport.vic.gov.au/stop/4071/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0","Bay 1"
"16240","16240","Victoria St/High St","-36.71931768","144.25458681","https://transport.vic.gov.au/stop/4201/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16244","16244","Maiden Gully Rd/Calder Hwy","-36.74276965","144.20903904","https://transport.vic.gov.au/stop/4362/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16245","16245","Marong/Calder Hwy ","-36.73550392","144.13205842","https://transport.vic.gov.au/stop/4363/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16246","16246","Marong/Calder Hwy ","-36.73543206","144.13244177","https://transport.vic.gov.au/stop/4363/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16247","16247","Bridgewater/Calder Hwy ","-36.60167453","143.94134472","https://transport.vic.gov.au/stop/4364/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16248","16248","Bridgewater/Calder Hwy ","-36.60144718","143.94126430","https://transport.vic.gov.au/stop/4364/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16249","16249","Inglewood/Grant St ","-36.57545394","143.86930160","https://transport.vic.gov.au/stop/4365/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16250","16250","Inglewood/Grant St ","-36.57562799","143.86975263","https://transport.vic.gov.au/stop/4365/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16251","16251","Jacka Park/Chapel St","-36.41815228","143.61360463","https://transport.vic.gov.au/stop/4093/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16253","16253","Travellers Rest/John Curtin Dr","-36.26835214","143.35087668","https://transport.vic.gov.au/stop/4310/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16254","16254","Teddywaddy Rd/Calder Hwy","-36.19738169","143.34179386","https://transport.vic.gov.au/stop/4315/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16255","16255","Teddywaddy Rd/Calder Hwy","-36.19738169","143.34179386","https://transport.vic.gov.au/stop/4315/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16257","16257","Glenloth Rd/Calder Hwy","-36.13901268","143.28705910","https://transport.vic.gov.au/stop/4311/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16258","16258","Post Office/Calder Hwy","-36.07693596","143.22576548","https://transport.vic.gov.au/stop/4314/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16259","16259","Nullawil - Birchip Rd/Calder Hwy","-35.85312185","143.17711870","https://transport.vic.gov.au/stop/4313/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16260","16260","Nullawil - Birchip Rd/Calder Hwy","-35.85297103","143.17719235","https://transport.vic.gov.au/stop/4313/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16261","16261","Garage/Main St","-35.71798352","143.10810189","https://transport.vic.gov.au/stop/4312/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16262","16262","Caltex Service Station/Calder Hwy","-35.63711346","142.99615995","https://transport.vic.gov.au/stop/4308/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16263","16263","Caltex Service Station/Calder Hwy","-35.63711346","142.99615995","https://transport.vic.gov.au/stop/4308/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16264","16264","Newsagency/Best St","-35.50427039","142.84980561","https://transport.vic.gov.au/stop/4309/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16266","16266","McGregor's Garage/Donald - Swan Hill Rd","-35.67077283","143.37532870","https://transport.vic.gov.au/stop/4368/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16267","16267","Gear Ave/Warrenheip St","-37.62811844","143.87995583","https://transport.vic.gov.au/stop/4017/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16268","16268","Gear Ave/Warrenheip St","-37.62800593","143.88013047","https://transport.vic.gov.au/stop/4017/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16269","16269","Navigators Rd","-37.60837271","143.93542787","https://transport.vic.gov.au/stop/4035/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16270","16270","Navigators Rd","-37.60829288","143.93547645","https://transport.vic.gov.au/stop/4035/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16271","16271","Warrenheip Rd/Navigators Rd","-37.58485550","143.91742859","https://transport.vic.gov.au/stop/4224/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16272","16272","Warrenheip Rd/Navigators Rd","-37.58467401","143.91737947","https://transport.vic.gov.au/stop/4224/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16275","16275","North Melbourne Station/Railway Pl ","-37.80630984","144.94151017","https://transport.vic.gov.au/stop/4657/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","",""
"16287","16287","Morwell Station/Princes Dr ","-38.23684998","146.39773465","https://transport.vic.gov.au/stop/4658/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","",""
"16291","16291","Centre Valley Rd/Princes Dr","-38.23508871","146.42943430","https://transport.vic.gov.au/stop/4495/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16292","16292","Mid Valley Shopping Centre/Mid Valley Dr","-38.23684621","146.43130596","https://transport.vic.gov.au/stop/4377/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16295","16295","Traralgon Station/Princes St ","-38.19832035","146.53869655","https://transport.vic.gov.au/stop/4659/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16297","16297","Traralgon Plaza SC/Franklin St","-38.19442587","146.53842420","https://transport.vic.gov.au/stop/4498/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16298","16298","Latrobe St/Princes Hwy","-38.15099192","146.78468804","https://transport.vic.gov.au/stop/4304/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16299","16299","Latrobe St/Princes Hwy","-38.15138220","146.78618204","https://transport.vic.gov.au/stop/4304/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16301","16301","Gippsland Shopping Centre/Cunninghame St","-38.10722617","147.06351137","https://transport.vic.gov.au/stop/4074/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16302","16302","Sale Station/Pettit Dr ","-38.10322895","147.05469117","https://transport.vic.gov.au/stop/4660/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","",""
"16304","16304","Memorial Park/Princes Hwy","-37.96509257","147.08003285","https://transport.vic.gov.au/stop/4501/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16305","16305","Post Office/Hobson St","-37.96629068","147.08092215","https://transport.vic.gov.au/stop/4199/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16307","16307","Lindenow Rd/Princes Hwy","-37.88101185","147.42178007","https://transport.vic.gov.au/stop/4250/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16308","16308","Lindenow Rd/Princes Hwy","-37.88127294","147.42186116","https://transport.vic.gov.au/stop/4250/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16309","16309","Bairnsdale Railway Station/Macleod St ","-37.82846015","147.62740701","https://transport.vic.gov.au/stop/4661/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","","Bay 4"
"16313","16313","Bailey St/Princes Hwy","-37.82551387","147.63227944","https://transport.vic.gov.au/stop/4253/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16314","16314","Bailey St/Princes Hwy","-37.82612077","147.63171648","https://transport.vic.gov.au/stop/4253/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16316","16316","General Store/Princes Hwy","-37.81663636","147.73905799","https://transport.vic.gov.au/stop/4254/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16342","16342","Cranbourne Park SC/Lyall St","-38.10963750","145.28416025","https://transport.vic.gov.au/stop/4452/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0","Bay 5"
"16386","16386","General Store/Princes Hwy","-37.82009600","147.83120341","https://transport.vic.gov.au/stop/4255/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16388","16388","General Store/Princes Hwy","-37.82199481","147.85676681","https://transport.vic.gov.au/stop/4256/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16390","16390","Hunters Lane/Princes Hwy","-37.86885400","147.95722253","https://transport.vic.gov.au/stop/4257/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16516","16516","Hunters Lane/Princes Hwy","-37.87000308","147.95778313","https://transport.vic.gov.au/stop/4257/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16554","16554","Lookout Rd/Princes Hwy","-37.87924371","147.96189395","https://transport.vic.gov.au/stop/4258/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16556","16556","Post Office/Princes Hwy","-37.88154412","147.98236928","https://transport.vic.gov.au/stop/4259/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16558","16558","Police Station/Roadknight St","-37.87758762","147.99523370","https://transport.vic.gov.au/stop/4072/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16559","16559","Quambatook Hotel/Guthrie St ","-35.85081227","143.52084070","https://transport.vic.gov.au/stop/4369/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16834","16834","Station St/High St","-38.10164082","145.28270510","https://transport.vic.gov.au/stop/4437/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"169","169","RMIT Bundoora Campus West/Plenty Rd","-37.68070623","145.06899196","https://transport.vic.gov.au/stop/26954/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16934","16934","Barraport East Rd/Boort - Quambatook Rd","-36.00901481","143.66919494","https://transport.vic.gov.au/stop/4370/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16935","16935","Barraport East Rd/Boort - Quambatook Rd","-36.00917213","143.66934359","https://transport.vic.gov.au/stop/4370/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16936","16936","Boort/Godfrey St ","-36.11661086","143.72711229","https://transport.vic.gov.au/stop/4371/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16937","16937","Mysia/Boort-Wedderburn Rd ","-36.22994843","143.75534605","https://transport.vic.gov.au/stop/4372/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16938","16938","Boort/Godfrey St ","-36.11668317","143.72712039","https://transport.vic.gov.au/stop/4371/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16939","16939","Township/Boort - Quambatook Rd","-35.96952367","143.61884476","https://transport.vic.gov.au/stop/4394/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16940","16940","Kooloonong Rd/Murray Valley Hwy ","-34.71592244","143.15051986","https://transport.vic.gov.au/stop/4374/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16941","16941","Hunter St/Loddon Valley Hwy","-36.41040892","143.97426384","https://transport.vic.gov.au/stop/4375/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16942","16942","Hunter St/Loddon Valley Hwy","-36.41022777","143.97458304","https://transport.vic.gov.au/stop/4375/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16943","16943","Inglewood St/Bendigo - Pyramid Rd","-36.53589248","144.20632378","https://transport.vic.gov.au/stop/4376/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16944","16944","Inglewood St/Bendigo - Pyramid Rd","-36.53591546","144.20653513","https://transport.vic.gov.au/stop/4376/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","Level 0",""
"16946","16946","General Store/Bendigo - Pyramid Rd ","-36.36898213","144.23196501","https://transport.vic.gov.au/stop/4662/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","","0","",""
